""	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV9843"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosococcales"	"Methylophagaceae"	"Marine Methylotrophic Group 3"	NA
"ASV9844"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	NA	NA
"ASV9845"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Marinomonadaceae"	"Marinomonas"	NA
"ASV9846"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"ASV9847"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Wenyingzhuangia"	NA
"ASV9849"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA	NA
"ASV9850"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Woeseiaceae"	"Woeseia"	NA
"ASV9851"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Phormidesmiales"	"Phormidesmiaceae"	NA	NA
"ASV9852"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Granulosicoccales"	"Granulosicoccaceae"	"Granulosicoccus"	NA
"ASV9853"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV9854"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"ASV9855"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SM2D12"	NA	NA
"ASV9857"	"Bacteria"	"Margulisbacteria"	NA	NA	NA	NA	NA
"ASV9860"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27 clade"	NA
"ASV9861"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Pseudoalteromonadaceae"	"Pseudoalteromonas"	NA
"ASV9862"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"ASV9863"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"KI89A clade"	NA	NA
"ASV9864"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"ASV9865"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV9866"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Cellvibrionaceae"	NA	NA
"ASV9867"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	NA	NA	NA
"ASV9868"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Tenacibaculum"	NA
"ASV9869"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"ASV9870"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"SM1A02"	NA
"ASV9871"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	NA	NA
"ASV9872"	"Bacteria"	"Myxococcota"	"Polyangia"	"Nannocystales"	"Nannocystaceae"	NA	NA
"ASV9873"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"SAR86 clade"	NA	NA
"ASV9874"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Fokiniaceae"	NA	NA
"ASV9875"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	"Marinifilum"	NA
"ASV9876"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Prolixibacteraceae"	"Roseimarinus"	NA
"ASV9877"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Muricauda"	NA
"ASV9880"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Psychromonadaceae"	NA	NA
"ASV9882"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"	NA	NA
"ASV9883"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Thalassobaculales"	NA	NA	NA
"ASV9885"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV9886"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	NA	NA
"ASV9887"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"Urania-1B-19 marine sediment group"	NA
"ASV9889"	"Bacteria"	"Chloroflexi"	"Dehalococcoidia"	"SAR202 clade"	NA	NA	NA
"ASV9890"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Spongiibacteraceae"	"BD1-7 clade"	NA
"ASV9892"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	NA	NA
"ASV9893"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"BD7-8"	NA	NA	NA
"ASV9894"	"Bacteria"	"Acidobacteriota"	"Subgroup 22"	NA	NA	NA	NA
"ASV9895"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"SCGC AAA286-E23"	NA	NA
"ASV9897"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"AEGEAN-169 marine group"	NA	NA
"ASV9899"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Roseibacillus"	NA
"ASV9900"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Nitrincolaceae"	"Marinobacterium"	NA
"ASV9901"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV9902"	"Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Gastranaerophilales"	NA	NA	NA
"ASV9903"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Paraspirulinaceae"	"Spirulina P7"	NA
"ASV9904"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"	NA
"ASV9905"	"Bacteria"	"Planctomycetota"	"OM190"	NA	NA	NA	NA
"ASV9906"	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Butyricicoccaceae"	NA	NA
"ASV9907"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV9908"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV9909"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	NA	NA	NA
"ASV9910"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"	NA
"ASV9911"	"Bacteria"	"SAR324 clade(Marine group B)"	NA	NA	NA	NA	NA
"ASV9912"	"Bacteria"	"NB1-j"	NA	NA	NA	NA	NA
"ASV9913"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Sulfurimonadaceae"	"Sulfurimonas"	NA
"ASV9914"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Haliea"	NA
"ASV9915"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Sva0996 marine group"	NA
"ASV9916"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	NA	NA	NA
"ASV9917"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"ASV9918"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	NA	NA
"ASV9919"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV9921"	"Bacteria"	"Bacteroidota"	"Kapabacteria"	"Kapabacteriales"	NA	NA	NA
"ASV9922"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rubripirellula"	NA
"ASV9923"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	NA
"ASV9924"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Endozoicomonadaceae"	"Endozoicomonas"	NA
"ASV9925"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	NA	NA	NA
"ASV9926"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	NA
"ASV9927"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV9928"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Aureibacter"	NA
"ASV9929"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	NA	NA
"ASV9930"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA	NA
"ASV9931"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Rubritalea"	NA
"ASV9932"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV9933"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	NA	NA
"ASV9934"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Neiella"	NA
"ASV9935"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"ASV9936"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Bradymonadales"	NA	NA	NA
"ASV9937"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Blastopirellula"	NA
"ASV9938"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"SCGC AAA286-E23"	NA	NA
"ASV9939"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	NA	NA
"ASV9940"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae"	"Blastocatella"	NA
"ASV9941"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV9943"	"Bacteria"	"Latescibacterota"	NA	NA	NA	NA	NA
"ASV9944"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Cellvibrionaceae"	NA	NA
"ASV9945"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV9946"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiohalorhabdales"	"Thiohalorhabdaceae"	NA	NA
"ASV9947"	"Bacteria"	"Planctomycetota"	"OM190"	NA	NA	NA	NA
"ASV9949"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	NA	NA
"ASV9951"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"FS140-16B-02 marine group"	NA
"ASV9952"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"Omnitrophaceae"	"Candidatus Omnitrophus"	NA
"ASV9953"	"Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Vampirovibrionales"	NA	NA	NA
"ASV9954"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	NA
"ASV9955"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	NA	NA	NA
"ASV9956"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	NA
"ASV9957"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"vadinHA21"	NA	NA
"ASV9958"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27 clade"	NA
"ASV9959"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV9960"	"Bacteria"	"Planctomycetota"	"Pla3 lineage"	NA	NA	NA	NA
"ASV9961"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"Omnitrophaceae"	"Candidatus Omnitrophus"	NA
"ASV9964"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Magnetospiraceae"	"Magnetovibrio"	NA
"ASV9965"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Marinomonadaceae"	"Marinomonas"	NA
"ASV9966"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Terasakiellaceae"	NA	NA
"ASV9967"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	NA	NA
"ASV9968"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Rubidimonas"	NA
"ASV9969"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"ASV9970"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	NA	NA
"ASV9971"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Phormidesmiales"	"Nodosilineaceae"	NA	NA
"ASV9972"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Vibrio"	NA
"ASV9974"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Phormidiaceae"	"Trichodesmium IMS101"	NA
"ASV9975"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	NA	NA
"ASV9976"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA	NA
"ASV9977"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	NA
"ASV9978"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"ASV9979"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Parvularculaceae"	"Parvularcula"	NA
"ASV9980"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Fabibacter"	NA
"ASV9981"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Rikenella"	NA
"ASV9982"	"Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"P.palmC41"	NA	NA	NA
"ASV9983"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	NA	NA
"ASV9984"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Rubritalea"	NA
"ASV9985"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Blastopirellula"	NA
"ASV9986"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV9987"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"Algisphaera"	NA
"ASV9988"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	"Candidatus Ovatusbacter"	NA
"ASV9989"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Simkaniaceae"	NA	NA
"ASV9990"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"PeM15"	NA	NA	NA
"ASV9991"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"OM182 clade"	NA	NA
"ASV9992"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Fusibacteraceae"	"Fusibacter"	NA
"ASV9993"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	NA	NA
"ASV9994"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV9995"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Piscirickettsiales"	"Piscirickettsiaceae"	"Candidatus Endoecteinascidia"	NA
"ASV9996"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Paracaedibacterales"	"Paracaedibacteraceae"	"Candidatus Captivus"	NA
"ASV9997"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"[Synechococcus] spongiarum group"	NA
"ASV9998"	"Bacteria"	"Margulisbacteria"	NA	NA	NA	NA	NA
"ASV10000"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV10001"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	NA
"ASV10003"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"ASV10004"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"ASV10005"	"Bacteria"	"Planctomycetota"	"vadinHA49"	NA	NA	NA	NA
"ASV10006"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Blastopirellula"	NA
"ASV10007"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	NA	NA
"ASV10009"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"ASV10010"	"Bacteria"	"Planctomycetota"	"OM190"	NA	NA	NA	NA
"ASV10012"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"ASV10013"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"ASV10014"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27 clade"	NA
"ASV10015"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Idiomarinaceae"	"Idiomarina"	NA
"ASV10016"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	NA	NA
"ASV10017"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	NA	NA
"ASV10018"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV10019"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Holosporales"	"Holosporaceae"	NA	NA
"ASV10020"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	NA	NA
"ASV10021"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	NA	NA	NA
"ASV10022"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV10023"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"ASV10024"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV10025"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Spongiibacteraceae"	"BD1-7 clade"	NA
"ASV10027"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Psychromonadaceae"	NA	NA
"ASV10028"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"ASV10029"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Aquibacter"	NA
"ASV10030"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"ASV10031"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Halarcobacter"	NA
"ASV10032"	"Bacteria"	"Desulfobacterota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Sva0081 sediment group"	NA
"ASV10034"	"Archaea"	"Crenarchaeota"	"Nitrososphaeria"	"Nitrosopumilales"	"Nitrosopumilaceae"	"Candidatus Nitrosopumilus"	NA
"ASV10035"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"NS9 marine group"	NA	NA
"ASV10037"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"OCS116 clade"	NA	NA
"ASV10038"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"ASV10039"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Spongiibacteraceae"	NA	NA
"ASV10040"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	NA	NA
"ASV10041"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	NA	NA
"ASV10042"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Verruc-01"	NA
"ASV10043"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Terasakiellaceae"	NA	NA
"ASV10044"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV10045"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"Kiritimatiellales"	"Kiritimatiellaceae"	"R76-B128"	NA
"ASV10048"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Tenacibaculum"	NA
"ASV10050"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	NA	NA
"ASV10051"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	NA	NA
"ASV10052"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"ASV10054"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	NA	NA	NA
"ASV10055"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"ASV10056"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27 clade"	NA
"ASV10057"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"	"Candidatus Cryptoprodotis"	NA
"ASV10060"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"KI89A clade"	NA	NA
"ASV10061"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV10062"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HOC36"	NA	NA	NA
"ASV10063"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV10064"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Thalassobaculales"	"Nisaeaceae"	"OM75 clade"	NA
"ASV10065"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	"Owenweeksia"	NA
"ASV10066"	"Bacteria"	"Margulisbacteria"	NA	NA	NA	NA	NA
"ASV10067"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Wenyingzhuangia"	NA
"ASV10068"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Microscillaceae"	"Microscilla"	NA
"ASV10069"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Candidatus Thiobios"	NA
"ASV10070"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	NA	NA
"ASV10079"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	NA	NA
"ASV10080"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"baumannii/populi/radioresistens"
"ASV10081"	"Bacteria"	"Planctomycetota"	"OM190"	NA	NA	NA	NA
"ASV10082"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Fokiniaceae"	NA	NA
"ASV10083"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	NA	NA
"ASV10084"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	NA	NA
"ASV10085"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	NA
"ASV10086"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Curvibacter"	NA
"ASV10087"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"ASV10088"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"KI89A clade"	NA	NA
"ASV10089"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Sandaracinaceae"	"Sandaracinus"	NA
"ASV10090"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Psychromonadaceae"	"Psychromonas"	NA
"ASV10091"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Rubritalea"	NA
"ASV10092"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Halarcobacter"	NA
"ASV10093"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"OM60(NOR5) clade"	NA
"ASV10094"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	NA
"ASV10095"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	"NS10 marine group"	NA
